32710	22288
32722	12139
941	9589
29946	35993
19392	9855
33079	33106
37229	21298
35651	6485
9144	28114
15633	8208
4484	25201
15456	27070
30882	20156
20007	9218
17401	16602
3802	7014
32877	8472
9820	5348
20259	25086
3086	12538
38151	4769
28273	31661
26347	39042
5312	34474
12279	23600
38876	21551
25959	19124
17298	9080
36400	12497
6310	14478
21203	13430
2348	38378
27027	24259
18558	1549
25735	1482
32596	175
15504	12286
20750	598
9714	17601
5876	3069
3211	18293
8127	8334
21511	14793
1716	22981
11421	7247
4762	9948
31471	12744
32683	36358
4499	27418
12899	816
20813	7657
1136	1750
13448	26642
5740	8689
19740	11586
11636	259
7678	31115
34133	38002
20309	8580
8406	17877
16721	9796
29756	3285
36215	2711
3839	10707
29596	1300
36287	34697
11151	26233
2551	9458
25907	30762
10138	1373
3864	19009
24814	32095
9546	23704
18330	33428
12028	24833
18171	25540
25837	26244
37201	39265
7591	11376
10420	19045
36514	31091
19074	16235
7179	19610
7941	22784
27238	33491
17755	35002
21914	12129
32712	2748
25658	12071
440	12765
35609	5471
6578	3960
33422	5750
10918	7479
6469	31240
17688	14197
6912	15508
32347	36582
11945	31655
28432	27583
22537	20807
7601	36439
4707	14623
33451	30277
26825	28878
25288	31401
37778	35781
1049	31496
12804	9016
32057	19263
7966	36140
10741	4212
3222	18518
33244	39233
7357	19015
20209	5905
11848	23750
12749	13748
14745	28356
22299	1761
12404	6621
11030	28533
38083	19038
29993	30388
23816	3280
15421	15518
28987	25291
5293	14845
23350	37550
21811	27622
37820	27828
6441	30106
14107	24199
27323	31353
38180	12379
7952	26063
27425	4308
31429	15557
28096	3857
4398	36725
11061	37925
16059	14233
7526	3262
9102	17700
13230	3720
24726	34872
38001	22521
24097	20904
20456	15259
37941	8498
34342	37644
29750	31493
31051	28399
19709	37811
5290	18108
24233	20215
25856	6178
5559	12424
37114	25748
8743	7283
4580	32186
25880	31526
29287	17600
26105	12851
28724	30215
37353	16295
9130	8954
2092	6780
38769	14368
23838	15746
9708	37471
13673	22292
12242	39140
24893	649
4624	18207
2902	22302
8976	35573
26672	3139
13908	458
38690	22767
1740	18481
26317	18117
30673	15419
37071	4475
16570	19637
188	7263
30158	7375
14368	3154
14031	7798
17630	38614
35887	39230
38199	20254
3303	13362
2048	16465
16939	6924
38421	24808
25082	27815
11758	25267
23997	30106
21044	6526
72	14808
29376	23433
21993	2000
159	26279
4223	38758
806	34474
15167	20933
11732	3591
25081	12181
16913	15783
776	29086
29993	29200
20003	16273
6421	8741
34753	4568
3114	23236
9911	16156
38940	1165
8637	8521
35943	11167
38328	34204
6103	4360
19017	17045
11198	12108
15825	34425
16976	31756
15581	33186
15977	17556
37034	37024
29021	4459
6428	14188
26574	19687
6700	28682
4505	20234
7539	2697
27052	3950
29782	38570
26976	18357
5236	30966
25636	27434
35847	34039
13909	20853
16484	15194
27660	32942
21978	31492
19769	28340
17797	13995
25541	10275
5976	27059
38738	37375
21620	3752
3216	38857
14810	12420
10869	11723
31398	37732
8818	25172
37028	9388
17753	38020
5050	38338
35483	12687
30894	14940
2288	29730
17215	7909
24774	39097
2333	20947
24081	31392
27511	3297
10338	26910
38693	34612
29028	10973
6237	27162
8525	22982
31569	8501
5847	39021
23745	8460
13575	12020
39154	27123
14881	13005
28393	36763
25030	5303
1416	32315
34874	30784
30494	32462
6103	32524
5847	28363
12075	10771
34883	36334
39233	39349
8982	25561
15929	14898
3628	17369
30005	18952
5856	36406
20057	8765
4719	34441
27828	11636
8842	2959
24746	37398
5553	32953
13979	31606
9927	38793
25291	5922
9992	35684
8269	33996
30120	29934
16196	6179
21290	30068
31434	33541
33803	28873
35792	33968
21584	12953
32980	1300
33326	30637
17410	36806
2425	17300
598	1343
8712	27269
23108	33211
5751	3457
13647	23998
1547	6881
16577	1319
11843	30408
15699	7489
27592	21400
3975	20398
32346	20975
33845	27813
4227	14042
10861	9339
9398	19943
32833	38459
15707	15604
37235	30510
25618	26794
7323	31276
775	32452
1820	19174
7229	37948
28016	16428
24855	36735
32493	34474
7879	16456
33870	25943
23471	26254
33881	12466
33819	20518
26654	31496
32843	24394
35711	5257
14213	34645
21288	15566
28678	1346
20855	27290
13756	6441
3640	15494
29013	12938
11567	4413
26190	5680
26055	24688
20748	34266
1501	2610
3991	31816
36345	10606
11348	24054
13086	29661
15308	17372
3654	29466
32725	25122
39268	38737
78	38208
3857	7208
32616	3473
21249	14873
13628	25857
32073	21375
34571	30069
37388	18083
33888	31848
3430	23431
26028	13845
36641	36622
25092	18485
30712	29821
36521	10300
15531	346
12730	16798
21746	15326
20631	19620
1423	3646
28514	37067
3023	6249
6442	17011
4991	35838
35731	32298
32899	8472
19087	12628
21708	37522
11667	26668
29419	23730
29506	7249
21448	9241
30084	13376
5970	14322
31288	11194
20168	25659
18046	23119
17178	31772
24128	9172
7760	3298
24989	5914
477	31651
22301	708
13479	17899
20223	3752
27178	27758
19363	35641
14456	28870
18982	33283
33322	21999
27752	12827
20953	38846
36529	12940
5804	84
11472	27986
16502	32240
4073	11516
292	26582
24250	7526
6309	31203
9887	9797
26114	8838
21230	11533
22	7095
7348	22183
38708	37820
7733	34411
21575	6957
172	3903
24477	3865
35038	13111
1348	14752
36041	24343
10861	28171
5614	4308
14386	28403
22547	32274
31486	22091
35282	14510
5331	30019
32433	37328
23758	22272
11668	12558
25959	35294
23197	30589
5800	13461
21304	3655
26187	4655
12832	10657
18566	1347
38047	29430
23359	9269
17692	5291
18738	6458
26646	8996
32124	35764
16162	3555
26567	32260
11182	26582
14111	4024
34899	6949
23743	5140
32337	1605
16484	5875
20124	32085
32474	31808
27294	11361
11757	22224
37037	31334
3024	30988
32350	22782
12294	28871
35924	32541
11867	26684
22379	24806
32065	28172
24688	39123
12925	14879
15613	11361
29942	13711
29821	7381
23917	12185
6565	11019
34658	27535
15929	14899
17490	10086
35287	36056
19003	10340
11592	23552
37068	3436
5293	22513
27571	18341
23810	3397
4825	2541
15572	12106
27846	24515
31804	10775
19448	26182
2587	19960
973	4364
12978	27246
27254	23311
5914	28886
30680	32464
38637	7209
30638	1255
37889	37559
31878	20542
33531	25426
16263	24721
11064	16359
35893	31628
22988	23092
30712	34239
19692	26471
38882	38824
7014	28816
5658	20753
37739	19471
9815	30960
15909	32326
33143	15078
5188	13317
23622	17937
38065	38180
11724	8490
27435	34427
8164	27575
15775	3086
30935	21613
20993	10847
15502	26070
5119	3648
1570	33766
33535	34669
23783	15942
28367	8580
12334	19400
25807	14362
39123	6832
25525	14312
1579	24604
21302	33772
7981	7375
19185	8981
37743	19949
34768	36892
19011	19130
15283	19045
34061	9136
34530	34069
4885	3982
33707	10362
2242	19467
4314	29243
9782	14073
17730	38237
30026	28784
37088	10495
32918	21733
2777	25899
9349	11805
15751	53
849	27607
943	16042
38313	969
17256	69
24107	30713
28055	22805
8406	8164
3554	16754
23742	14019
13377	12435
16159	17328
37980	20265
36323	5384
14617	13852
14155	32314
34789	3476
25825	2929
30946	13732
15111	12594
26428	17172
36682	5188
30495	17556
14986	38149
25555	39340
806	18488
5583	821
5163	877
1791	22882
16966	23213
35421	13668
16524	28760
12728	38913
38540	37468
19397	24744
16334	13922
204	31434
25810	38309
1348	38570
37849	5269
30105	26665
34690	17791
32014	37979
13834	15722
29795	27553
30239	24405
10543	33510
25148	23164
18463	37073
31608	35838
31064	14490
19490	5664
33402	37059
9786	34808
20211	6109
4102	375
18471	27745
27729	13222
18993	9978
5557	12774
34071	8179
34864	30571
15427	3296
38193	18397
37568	33082
23731	20304
18826	34961
31869	28115
8287	8326
28175	16867
7442	17044
15944	5269
31643	31045
21618	30525
4550	12733
35221	175
35812	38503
11040	14461
18811	13563
9634	9629
24488	14007
18325	13625
11965	311
10423	18740
22901	34009
4383	6451
3219	366
6124	14588
38035	19680
38683	38898
27847	8836
4423	38683
31532	13075
18236	11747
24959	38011
14870	15231
16775	36806
587	22036
11079	10789
30396	4653
29820	37154
25410	17178
3898	19640
2607	34348
37201	13278
30578	15918
32094	26105
38313	27589
2903	3139
21279	7433
1774	18801
26856	26764
39047	30905
37870	19689
18638	16294
23584	33112
30476	38930
22259	7574
36976	19497
17938	33019
17064	25250
8380	22581
7976	7490
9829	251
31160	13940
35778	38914
23812	34361
10982	34919
37614	34580
20538	3693
29091	27560
22615	17746
4682	23350
22130	19441
27365	36449
23062	26986
37695	29661
24577	12952
861	18513
25131	16971
28658	28427
13075	29296
29200	23254
23466	33274
31606	17123
30578	14008
34404	6727
13431	4682
15516	15707
20722	37566
32022	25434
13754	37101
38514	36033
26668	5684
27425	14290
21687	33475
3491	7366
28626	3368
10163	33759
22641	7949
16283	13222
458	36291
20039	26513
5962	15006
641	7612
16372	21002
2822	36255
2764	34736
3813	12520
23731	8101
16734	20812
33907	35031
36535	37346
33639	24553
23195	23377
11778	1835
26835	6823
16058	29013
25749	12091
23903	7373
22565	31118
10002	25955
7373	21613
36461	37044
34184	23813
9584	37468
5166	18939
37835	32273
29515	816
30151	19261
7696	11473
30219	37264
1423	3587
12001	28350
36748	16913
39345	27512
36117	35391
2628	34380
38623	8494
21500	22531
4321	31003
35321	2000
8211	9591
6725	31111
21841	39196
7248	7525
1216	6831
22005	26630
102	24721
32577	25441
29380	37241
32590	25042
28900	12198
6481	15929
21611	21536
3215	16884
15634	7264
27649	7331
5202	33531
23660	20409
30513	15368
12520	13636
35785	34248
26897	9509
29936	9802
33301	28180
26717	20265
18446	31403
30950	35551
80	36922
26474	15768
1777	17044
32588	19873
19172	19199
26958	36754
2512	22843
26546	13469
25135	15260
2143	24094
16018	25834
29623	7366
32748	22146
10324	20682
1740	13108
12370	9479
36728	19992
6416	30150
2195	24169
12148	27620
38929	33096
37524	2059
17360	38598
9686	13814
8298	10306
11695	11403
21601	12296
20999	17981
5128	6092
14152	18283
6259	11884
18159	28433
26118	36644
16982	4482
37951	8277
30345	12765
29576	8977
34972	21832
22005	2827
20314	27314
34119	13390
8536	5956
10118	12579
24427	36145
115	24654
38683	27780
18619	21073
30306	11496
6725	22622
29617	12810
4141	4509
5256	26646
2385	30760
28292	34102
25005	22207
27043	5707
13355	17291
22378	29784
5059	7464
219	4112
3254	36454
32033	21679
36557	28872
14151	32854
11642	26519
27588	39187
24157	31245
15811	33583
14162	16996
19933	9051
37820	4308
24805	38584
11795	1575
26391	31487
8347	25006
37567	3701
30569	29229
8087	24233
13855	9539
920	15960
34899	13716
32171	36942
14000	10272
10787	11678
10364	11672
15189	5290
22260	16856
11891	10388
36735	77
3623	38722
16398	1549
25555	39281
4859	15115
29639	37768
26535	11506
18583	21375
10878	19319
18310	13854
18659	27798
10123	22876
15193	29520
8	14559
1151	16238
13154	8775
12069	31016
12549	38427
19103	11842
29913	960
5826	10679
27691	37568
30542	7376
3580	11675
30575	28463
1769	14280
3858	14776
12529	11831
30711	36569
4938	17470
30218	11948
25022	21705
21980	21000
31823	18371
34096	33455
28645	27822
11560	2589
21506	25377
14211	39196
8327	1951
36452	24966
32094	37018
24311	4573
5163	3285
6700	4267
6868	31448
23431	29756
8406	38399
18757	37392
26622	13999
25856	19973
15656	15015
25119	13452
17151	20353
957	30176
39314	12991
26398	3041
23028	20935
2589	10949
33357	7449
27216	13144
36271	25947
7980	37170
1633	35790
38953	18428
8332	39402
15287	31521
26567	3624
39098	2864
26114	13023
22857	38619
10363	12661
7514	29053
21393	13316
3194	19174
33169	24548
38954	6822
22229	28873
21886	25786
23616	12594
1683	31273
27218	33014
13343	21212
16805	7527
35276	10731
11222	8046
8216	15209
20518	7276
27721	37449
8932	23521
14096	37135
11486	5119
25845	5469
8412	27798
38193	38638
32083	25288
33398	508
18516	36644
29443	1549
8762	21239
26685	21282
17397	15724
1938	24341
34307	33397
16755	14211
22261	31924
25475	38037
35781	7390
2938	20638
28061	16940
24259	30611
22236	10835
68	16768
3938	26646
12086	18605
24481	23534
35757	26966
19021	28464
6738	6048
38189	26277
18309	25725
23684	9141
37653	33451
4308	33184
14845	16625
15347	18441
21168	25894
8728	4216
26865	31614
28918	31582
22260	27547
7953	13000
13096	2086
6264	38326
18198	27200
20106	20083
37750	24169
5027	9516
38876	13473
6129	36437
6755	23622
1579	10321
24427	10376
24427	10377
38548	38401
33099	35937
37770	30638
22246	38720
11022	19552
7714	30238
4196	9068
17443	7209
29934	31540
3107	8586
30762	12396
10260	22588
28295	18021
176	30590
17243	32684
16368	31237
18568	18939
20589	38324
4004	859
25561	4883
10563	20203
23750	7154
15807	32173
11844	25847
19840	2565
3758	24197
2493	16459
36489	6161
848	18562
27023	28255
6330	491
37316	1745
29619	30631
12714	27538
31385	10910
13749	33288
17323	18144
19501	14946
27287	37152
779	11070
30081	36614
29352	36439
11401	19434
4787	27814
37469	12660
12574	24467
22629	15023
666	32175
12283	34380
12476	31764
2165	18133
14178	15182
30866	22009
13226	14219
1190	13578
31343	23059
36917	25063
23343	32069
21699	11812
35201	4568
35553	7496
36526	30371
22004	30151
16030	4308
19610	12240
31663	12888
11115	10297
5680	23291
19753	15388
22706	21936
33344	38983
10124	37563
3686	2254
38483	7975
34807	26570
1786	12500
22190	22144
25106	15204
34577	27461
34398	30771
5182	31338
25770	17942
20948	24361
17077	10397
34843	14885
38869	9513
19134	31689
28211	28338
27	5824
23707	35097
11554	7635
25971	3191
39022	33098
29533	1859
4865	9567
8849	34790
38492	38001
1996	29179
27704	20020
20850	16647
2774	10349
14454	37948
24873	12639
28433	13448
2390	4788
2601	21667
35710	12194
27148	23986
2525	37024
34426	22263
8900	34296
8469	7465
414	35047
12738	25099
31214	21465
37679	8743
13307	1764
18517	26757
3074	6871
6571	23200
25856	9978
12806	1225
8531	35884
24824	22176
4695	27253
15729	38166
12781	35304
2100	11734
36993	29470
12651	32668
7806	18924
16522	14182
14174	27615
12138	26211
28614	22812
6164	8992
25205	26455
9053	36919
5332	6682
20640	30694
16035	37168
20693	6754
1916	11973
32884	26915
25513	2489
38105	26868
12890	23902
12892	1835
30935	10260
29337	8545
18920	18521
6025	856
15036	26518
16630	1390
15489	30968
4777	15880
9350	15402
30179	20967
13047	24141
29856	6968
21449	30056
12495	10464
9354	24642
24918	2086
21222	26753
22918	18199
21813	38401
23924	3478
38166	14172
19938	38727
7700	37297
5550	33742
32606	25402
37698	15797
33791	30971
15529	12154
2262	5545
6184	19871
32909	6261
12415	30780
27542	19831
2188	17757
19042	20934
440	16940
31358	8501
20150	14329
27724	37361
5293	20640
27964	12549
18314	35674
14620	1592
25357	37272
4311	37124
633	23732
31771	31339
34451	23035
39303	38399
11709	4413
27535	30773
32443	7664
34989	23431
12218	7976
6687	4501
2787	11994
31505	18462
14357	20853
37811	6817
18300	5202
34935	3693
24467	29500
34299	25294
23338	23936
33064	9153
10387	5026
2751	20049
20168	877
18640	4810
10501	3015
5665	37934
33681	26665
12486	21047
26336	14169
31211	5638
26331	1634
6155	19384
18850	24799
28211	17569
2732	29105
25224	35391
22547	38373
1289	32155
28601	16740
38579	34444
22092	17701
4746	22207
28512	35464
17537	31004
24970	10117
19759	2060
16092	25523
30525	30694
33870	27335
39284	28122
33812	4007
8932	23578
23317	17033
37449	16109
29813	38780
38047	996
21680	2646
10037	13113
10415	56
10844	29419
32358	15801
36303	6754
25567	37153
4992	1177
34980	33645
23505	24289
29416	13859
15528	1217
11318	24883
484	26618
26586	1195
26850	26468
33870	3799
22299	2979
29210	11657
21593	12894
31416	38822
35859	28670
24079	27131
39384	25146
27908	25341
24117	32094
36308	29052
13692	1424
2137	36474
7208	36790
31266	37313
5244	1477
30442	27391
36286	36534
8705	4207
39251	36095
18385	37864
31869	19731
34178	27466
25322	27245
29500	11749
33846	4413
30669	2257
33137	25502
1825	23586
15391	919
19769	6547
10324	20528
36981	22916
31816	18945
2668	24387
11795	30010
7565	24374
30695	31833
528	30711
32590	2141
9521	28579
11618	31066
10961	37084
33376	18982
10002	10324
34467	10625
37656	17031
3999	5832
21005	19453
3445	16668
17079	7574
37794	6079
6684	26254
11830	16270
39076	11901
11367	7510
31711	37047
19922	5016
37227	37950
26063	31024
33128	7177
32452	26627
14197	15821
17155	35620
24833	13294
29349	18555
37447	25556
29737	33944
7224	7549
5022	34159
20636	21020
6766	19392
37288	13754
39248	17913
25047	26563
28879	21265
23819	9319
7755	17044
35292	20969
24882	1970
16913	12682
19121	1135
8382	9903
4308	3633
30845	14999
36748	3409
23840	11332
15645	23881
11062	32231
30733	18864
35641	9516
2018	24067
14872	39007
30695	1362
29711	19432
33550	32370
29222	17555
5216	19847
5555	8472
16846	1080
1646	13569
29263	34025
33625	37318
30946	19187
18200	26328
21382	1071
29852	11404
6361	25156
28775	30214
13360	24572
8621	8242
14178	32188
14013	38037
17191	25705
23570	36169
22182	38298
38610	341
32755	30070
12063	33686
11581	4437
22767	35189
13164	1705
28678	15330
6764	32515
24827	13926
14870	12040
10962	11411
31487	33521
28500	8995
21827	10979
27731	1905
15707	18511
25781	26165
5202	35414
22203	28717
21298	32483
31248	5816
34602	995
5219	26814
33354	33197
311	36081
13818	38015
4091	24901
5838	32474
29821	31532
335	17024
12780	1581
14511	6740
13750	32217
2333	26106
2333	26105
9195	38015
39392	28175
7008	2525
13723	2412
32717	8250
22526	12810
6548	37442
6966	38683
5796	9128
30158	25871
18102	13793
2085	17903
19567	17482
25863	39007
24721	22102
5905	39074
11286	19878
32253	5657
27678	37390
13072	21840
15438	13796
26750	3717
5256	23812
1160	5413
21168	6375
22225	29096
13129	38789
911	8019
12656	23892
11516	10364
2013	11030
28597	22588
24900	17889
12283	19810
15547	1786
2145	15678
3756	37012
33021	28514
15413	30104
5543	2388
11810	5636
13406	4122
39090	1929
16606	20309
683	644
19779	17225
28002	32524
5624	18393
18781	37253
32108	36098
39423	37407
13661	36051
35731	8501
37168	13402
27916	12249
36206	32453
8689	8499
24655	14304
14283	19139
34494	18686
8349	5209
37695	7931
11068	13912
31239	19687
38770	34474
7539	25856
31813	477
1757	20187
37124	19316
38720	456
34608	28764
31362	32776
37201	2644
38110	7337
25587	17694
1771	33376
31983	29753
21735	8443
2276	24026
15494	16780
35821	10487
12316	36006
1737	154
12668	39303
30631	38180
14840	32950
10768	35623
19237	33663
8690	16988
27302	13627
30332	6975
1458	3226
33869	5497
3163	425
37602	12495
34274	34114
11264	35673
20711	4364
25953	38660
24512	26033
26570	14197
13396	36040
16913	32192
17093	29908
32707	5168
13060	25006
5427	16338
20148	25518
16079	1305
28950	3637
3935	13265
7337	220
5937	26860
1318	33056
25481	37501
22742	1180
17891	38628
13839	12530
3405	23360
9067	5697
4874	26355
25749	7832
37885	31012
31001	37189
6626	31690
8999	32705
12978	3780
7170	22689
16335	33560
5679	13757
36558	39343
14559	38763
23575	14334
6206	32959
9056	27068
32381	1053
15934	1705
34585	7120
7228	18462
10292	9820
10285	39414
13289	34423
34321	7951
7805	12459
559	4746
29013	1705
12590	1506
22998	4622
13001	18285
2144	8754
21052	11817
10481	12822
24903	17860
13696	31029
32468	26359
11015	15229
31590	16412
14353	7841
33340	15528
5204	8963
21209	1392
17026	28367
19043	27410
32146	36922
25267	27185
33192	5004
27341	14008
21494	34607
35795	8923
28886	19733
12156	15880
3821	34999
3438	13940
14898	18247
5937	38918
3771	5238
11303	29821
8985	2992
37744	38683
526	33793
27646	11706
28420	3821
20640	22315
4308	11187
27431	38438
39256	32203
12253	19511
35337	131
30562	20871
37951	8427
36471	7347
7911	12651
35211	25038
9557	21669
21296	3164
16775	18782
20893	3482
21750	33862
1741	36377
28108	18025
21106	26260
27034	37300
8048	13659
13467	37086
2822	38401
25210	33711
29976	12249
33418	33595
4322	36103
8175	9168
2205	4762
11957	8909
10372	36271
4865	24382
12793	10281
22537	3296
21957	32721
15072	22290
4339	1186
6499	33244
15639	39341
29917	20684
13228	17580
12660	31037
8689	8537
11580	21502
358	6167
33645	30070
15305	29063
38453	33381
6387	38561
20269	30331
8124	26112
3324	5430
22694	34130
15303	22619
12628	9926
11779	14357
6767	5908
30950	39187
6695	28014
2959	33564
20679	16940
9274	17749
12320	22896
26026	38953
8523	2754
8802	36757
9213	8895
17362	30064
1109	6854
34013	5951
11795	23209
26757	37549
29502	29032
5473	8011
15800	31434
26572	33145
19079	25933
10747	153
2365	35057
33357	14211
22483	4120
20223	30150
30979	18050
4104	27061
8973	2525
5163	35294
20234	22628
16405	12158
20309	38212
10258	33592
1880	10306
36183	22929
19516	22012
34145	28278
2487	7769
17045	28261
12285	16954
25151	33823
19618	16396
13518	806
10554	2647
33460	33617
4191	38286
35421	37476
32365	8828
9195	13818
3640	9852
18286	12972
25749	7869
1119	26166
25329	34697
34102	28273
24938	15237
36542	24391
17667	34558
29877	4224
30349	25138
15024	22331
37051	28563
33886	3035
21878	2918
8970	24080
7698	36644
16247	12637
3188	23631
31284	31475
14121	9452
36833	16362
26703	14172
17384	37506
36694	16689
14047	5179
23915	24689
3389	26590
31535	26743
19653	19743
31146	25658
10447	15189
24357	25688
5957	12415
10709	9699
32161	2466
14709	25333
38616	30459
11795	35586
30206	30687
4682	1575
39087	26534
36754	20710
6860	22098
37908	8838
31273	28158
25102	39100
17266	37470
36986	16240
7629	14040
8498	8852
4924	6866
36065	12675
1836	11411
14253	33244
38179	5974
6403	9167
